Entrez_IDs,Gene_Symbol,d0,d7,d12,d19,d26,d33,d49,d63,d77,Cluster,Radius,Angle,Autism,Holoprosencephaly,Microcephaly,Lissencephaly,Alzheimers,Tauopathy
1,A1BG,-1.0834397602,-1.3321047382,-1.098563302,0.5001698545,-0.1914508956,1.6118803301,0.2735828756,0.5766472587,0.7432783772,4,2.2376483478,1.2381952583,no,no,no,no,no,no
10000,AKT3,-1.8818808417,-1.4048885886,-0.222200411,0.2544443857,0.5301746019,0.8861232316,0.9520808134,0.4946104529,0.3915363558,4,2.5182610815,1.6556297979,no,no,yes,no,no,no
100009676,LOC100009676,-0.582756908,0.2623289198,-1.8439340789,-0.0860185557,-0.6028589113,0.1750723789,0.0986076654,0.8137495003,1.7658099895,6,2.1597759452,0.8775540156,no,no,no,no,no,no
10003,NAALAD2,-0.898831355,2.2992835681,0.9389012942,-0.2184415558,-0.325711178,-0.6002003626,-0.5483678567,-0.3279277721,-0.3187047821,3,2.0645758117,3.4087553442,no,no,no,no,no,no
100033413,SNORD116-1,2.578178731,-0.5135549555,0.1116282945,-0.3829372292,0.096729914,-0.4427937065,-0.3514236227,-0.5680825258,-0.5277448999,1,2.7068763775,5.2144158551,no,no,no,no,no,no
100033414,SNORD116-2,2.5945939443,-0.1785093418,0.0897870548,-0.4135964805,-0.0788098652,-0.4258199207,-0.4478439608,-0.6684437314,-0.4713576988,1,2.78311894,5.1575774097,no,no,no,no,no,no
100033420,SNORD116-8,2.4616393696,-0.3350014914,-0.7438442901,-0.2788405934,-0.303261781,-0.5449781013,-0.5491877904,0.6280945084,-0.3346198306,1,2.6907645162,5.5669725329,no,no,no,no,no,no
100033424,SNORD116-12,1.9891214156,-0.3783775575,-0.6351256697,-0.3663951038,1.2088939139,0.0959128054,0.013455724,-1.0944932545,-0.8329922735,1,2.0127696844,5.0652632195,no,no,no,no,no,no
100033425,SNORD116-13,2.6035616134,-0.3225807128,0.117750597,-0.3592772821,-0.2037484054,-0.604163862,-0.2583706364,-0.604163862,-0.3690074497,1,2.7660457128,5.222556694,no,no,no,no,no,no
100033426,SNORD116-14,2.6142080673,-0.2987233622,-0.175042143,-0.6668204552,-0.2811672512,-0.4326696846,-0.3451170397,0.0476684665,-0.4623365979,1,2.7768004224,5.3704315232,no,no,no,no,no,no
100033431,SNORD116-20,2.6490660862,-0.2506858796,-0.0973618957,-0.4227886694,-0.2615776038,-0.4689669874,-0.3319981698,-0.415832712,-0.3998541685,1,2.8073459731,5.2729465701,no,no,no,no,no,no
100033434,SNORD116-23,2.5952779431,-0.054488911,-0.0190770461,-0.4360172764,-0.0602132818,-0.5174450543,-0.5298733202,-0.6314650217,-0.3466980317,1,2.7910676583,5.1778263079,no,no,no,no,no,no
100033435,SNORD116-24,2.6223830962,-0.469093568,-0.0435623136,-0.1276050313,-0.5523565102,-0.3234463807,-0.5383861863,-0.3935759379,-0.1743571683,1,2.7801618535,5.3357899266,no,no,no,no,no,no
100037417,DDTL,2.6077450546,0.1118077305,-0.443839921,-0.5587858356,-0.1014765102,-0.4659616061,-0.421883266,-0.3012684443,-0.426337202,1,2.7795362298,5.2705795857,no,no,no,no,no,no
10004,NAALADL1,0.0639773168,0.3721664312,0.4541640429,1.559717606,0.8293015996,0.3430308174,-1.0458460517,-1.2895563701,-1.2869553922,3,2.1386199438,3.7554105705,no,no,no,no,no,no
10007,GNPDA1,0.6418837957,0.9779033061,1.4300932058,0.3373266533,0.4856590723,-0.6953096248,-0.5526134896,-1.2745905474,-1.3503523714,2,2.7212718474,4.0316467969,no,no,no,no,no,no
10008,KCNE3,2.5211896002,0.4427250729,-0.1176445009,-0.2596383672,-0.4064397132,-0.5535813369,-0.5908408757,-0.5856975502,-0.4500723291,1,2.8058951401,5.094539741,no,no,no,no,no,no
10009,ZBTB33,-1.918717684,0.439583848,1.2396702159,-0.5394133631,-0.9139071817,0.5400339569,1.0574688014,0.2023936009,-0.1071121943,3,1.9961373731,2.3908593387,no,no,no,no,no,no
100093630,SNHG8,-0.1086990535,-1.0790899703,-1.696518469,-0.537885109,-0.0288888788,1.0861284408,0.5296707068,0.4121400242,1.4231423088,5,2.4244331392,0.7142257766,no,no,no,no,no,no
1001,CDH3,2.4075755632,-0.827738187,-0.7246548958,-0.5906745736,-0.6731487317,-0.2013841782,0.3318177378,0.1700937656,0.1081134996,1,2.7493303145,5.7538618707,no,no,no,no,no,no
10010,TANK,-0.704305996,-1.059457061,-0.7272524355,-0.5588553409,-0.7366290229,0.2274499434,0.8472444746,1.8808622611,0.8309431772,6,2.5733761065,0.9188006806,no,no,no,no,no,no
100101266,LOC100101266,-1.9174477697,1.4657859001,-0.62952978,-0.5299549779,-0.1802575811,-0.0441150066,0.9507677736,0.1526216202,0.7321298214,3,1.9389443697,2.0742513343,no,no,no,no,no,no
100101467,ZSCAN30,-2.3819161746,0.0195577404,-0.5699387596,0.4707005661,1.1377254206,0.5172171714,0.2721886985,0.2879401339,0.2465252033,4,2.6299750818,2.0673793498,no,no,no,no,no,no
100101490,PSIMCT-1,2.0917563935,0.7549678459,-0.6314700004,0.6830667497,-0.333780845,-1.2086693003,-0.4164086259,-0.4360985887,-0.5033636288,1,2.3684639646,5.0472300524,no,no,no,no,no,no
10011,SRA1,0.8429187537,-0.3001924539,0.0114915882,0.4443087356,-0.2573269475,2.0032783419,-0.3943383434,-1.1230702738,-1.2270694008,2,1.3080338997,4.3750454741,no,no,no,no,no,no
100113381,SNORD19B,2.4645286541,0.2961157196,-0.0769792166,-0.5762577211,-0.2207149563,-0.5970763897,-0.8440950381,0.1537092527,-0.5992303046,1,2.7051607577,5.1958902096,no,no,no,no,no,no
100113389,SNORD127,1.249828364,0.6810983554,0.0108042982,-0.4803605488,1.5233725465,0.0936206212,-0.6138364086,-1.2322636139,-1.2322636139,2,2.1630940941,4.3778599804,no,no,no,no,no,no
100113393,SNORD12B,2.5025071725,-8.43737763697975E-005,0.3092198521,-0.43156605,-0.8335089252,-0.3573109752,-0.0719872984,-0.6025424515,-0.5147269506,1,2.7319415463,5.1459880753,no,no,no,no,no,no
100113407,TMEM170B,-2.1874604401,-0.6679856665,0.0775838275,0.1503282715,-0.0650597323,1.1346160594,1.1718545309,0.2132998633,0.1728232863,4,2.5138836177,1.9255654653,no,no,no,no,no,no
100124533,SCARNA27,2.3626567665,0.3877686377,0.5217010106,-0.5860175208,-0.2014775361,-0.5793924853,-0.4259022327,-0.7396683199,-0.7396683199,1,2.7788809593,4.9259692816,no,no,no,no,no,no
100125556,LOC100125556,-1.1298273605,-0.6309988976,-1.4504949437,0.2089620579,0.212845484,-0.4584155096,0.5795120193,1.4487131588,1.2197039914,5,2.6015205556,1.1113530821,no,no,no,no,no,no
100126784,LOC100126784,-0.3091756471,-0.9848543361,-0.7625365399,-0.5799366206,-0.7426865946,-0.0651957019,0.50470999,0.804528778,2.1351466721,6,2.5881489902,0.7343772607,no,no,no,no,no,no
100126791,EGOT,-0.8737535653,-0.8307700269,-0.8737535653,-0.508214996,-0.4149596364,0.1546466212,0.5276404489,0.6759981058,2.1431666139,6,2.6030674539,0.97831209,no,no,no,no,no,no
100126793,GHRLOS,2.5504627491,-0.1990550351,0.0964384366,-0.0914682882,-0.0578470743,-0.4151837118,-0.8342393469,-0.4355105095,-0.61359722,1,2.7572012962,5.1295368708,no,no,no,no,no,no
100127888,LOC100127888,2.6281189242,-0.2606037749,-0.2995163501,-0.026760505,-0.2121692695,-0.3322981205,-0.6194363115,-0.5116510161,-0.3656835766,1,2.7754677533,5.2589521813,no,no,no,no,no,no
100127889,C10orf131,0.9206257998,1.858616313,-0.215781892,0.0491318685,0.7410199874,-0.9025016053,-0.4292895398,-1.1800680175,-0.8417529141,2,2.2469737385,4.2465963314,no,no,no,no,no,no
100128023,LOC100128023,2.5913993197,0.1695203105,-0.0930257712,-0.2488241762,-0.4012589963,-0.4353242237,-0.5222872918,-0.5342255492,-0.5259736218,1,2.8258779982,5.1405146614,no,no,no,no,no,no
100128054,LOC100128054,-1.3600866576,-1.2460567605,-0.7476722451,-0.0248598117,-0.2447258527,0.5181080656,0.4816790016,1.1779083394,1.4457059209,5,2.7926646692,1.183622571,no,no,no,no,no,no
100128071,LOC100128071,-1.5446343077,-0.4179526666,-0.8735267679,0.3925947315,0.0237343608,1.054135288,-0.1654821673,1.8169719738,-0.2858404446,4,2.0697160929,1.5743758975,no,no,no,no,no,no
100128081,LOC100128081,-0.7752113843,-1.2132428632,-1.1634966364,-0.0246544749,-0.0881803328,0.5306842406,1.577633772,-0.172005522,1.3284732011,5,2.245406997,1.0684785946,no,no,no,no,no,no
100128124,HGC6.3,-1.0391069034,2.2400448853,0.2005395517,0.1315151421,0.5539887105,-0.4293428869,-0.0153624355,-0.8708032373,-0.7714728265,3,2.3481836127,3.3239001376,no,no,no,no,no,no
100128164,LOC100128164,-2.5742551537,0.095489764,0.1960282915,0.6040642614,0.0095927957,0.5193586562,0.4663172796,-0.0046890266,0.6880931319,4,2.736781405,2.1218176101,no,no,no,no,no,no
100128191,LOC100128191,1.63292635,1.0978391435,0.7820024474,0.2661926716,-0.169456255,-1.0098884482,-0.6811571609,-0.7434665159,-1.1749922323,2,2.6947876515,4.5081342594,no,no,no,no,no,no
100128285,DNM1P35,-0.744540867,-1.2567179308,-1.2287382149,0.1299929079,1.1115792955,-0.4461425555,0.0320312385,1.2957549764,1.1067811498,5,2.3657055362,1.0051650049,no,no,no,no,no,no
100128338,LOC100128338,-0.7463365071,-0.9100638158,-1.3462414016,-0.0029300691,-0.2808630511,-0.1194382634,0.5893157045,1.8529419547,0.9636154489,6,2.6686156368,0.932264847,no,no,no,no,no,no
100128361,LOC100128361,2.0783866155,1.0741943599,0.361894534,-0.4685283224,-0.2814729962,-0.7237325578,-1.0199962931,-0.5863999213,-0.4343454186,2,2.6547895383,4.8404412201,no,no,no,no,no,no
100128531,LOC100128531,-0.053091028,-1.4691992902,-0.9424270996,0.0237527705,-1.136004244,0.3316295086,0.9841379586,1.0202047853,1.2409966388,6,2.5871362662,0.6642575103,no,no,no,no,no,no
100128553,CTAGE4,2.6111292429,0.21076363,-0.4031275533,-0.4031275533,-0.4031275533,-0.4031275533,-0.4031275533,-0.4031275533,-0.4031275533,1,2.8049890777,5.2416300787,no,no,no,no,no,no
100128569,C19orf71,0.2397579932,-1.0990908762,-1.4779753611,0.3218528552,1.0225241807,-1.0149266571,0.2686659199,0.2425762702,1.4966156752,6,1.9818841569,0.5439964718,no,no,no,no,no,no
100128590,LOC100128590,-1.0139878842,-0.4657106774,-0.5941937673,-0.8077377123,-0.3705601638,-0.4777108561,0.5976420827,1.8123143598,1.3199446185,6,2.4712632643,1.0382732539,no,no,no,no,no,no
100128640,LOC100128640,-0.4613781392,2.4978345189,-0.2093096092,-0.4540809456,-0.6683896478,-0.7792248073,-0.3694991452,0.1553228468,0.2887249286,3,0.9014720094,3.516508013,no,no,no,no,no,no
100128675,LOC100128675,1.0853401052,0.4890938823,-0.8475821928,1.7537373336,0.1642891202,0.1697089393,-0.926423471,-1.1587912247,-0.7293724922,2,1.5992416513,4.508236002,no,no,no,no,no,no
100128731,OST4,-1.0575768269,-1.2804038231,-0.5790339528,0.1852618324,0.0993810611,2.0659443432,0.4826480817,-0.3812142223,0.4649935068,4,1.667575026,1.527753882,no,no,no,no,no,no
100128782,LINC00476,-0.7445747909,0.6495402441,1.0768609041,-0.0745545826,0.9818610291,-1.5562418054,-1.1427840684,-0.2426102589,1.0525033289,3,0.945875463,3.0324321083,no,no,no,no,no,no
100128788,LOC100128788,-1.337705672,-1.1865134856,-1.1965381342,0.2857251282,0.4138895722,0.5726812747,1.3879827702,0.918385485,0.1420930615,4,2.385088127,1.3583020804,no,no,no,no,no,no
100128822,LOC100128822,-1.9193289464,-1.0363330205,-0.5278662757,0.3380554799,0.9617333863,0.9559294025,0.5597268001,0.8209051048,-0.152821931,4,2.413801635,1.7764050231,no,no,no,no,no,no
100128881,LOC100128881,2.6256658167,-0.2570335275,-0.6543557262,-0.3271044635,-0.0921425932,-0.3876304463,-0.2970145759,-0.4941157056,-0.1162687785,1,2.7586068904,5.394599529,no,no,no,no,no,no
100128927,ZBTB42,0.4011347735,-1.334672569,-1.3199528996,0.140729342,-0.851322821,0.4142464988,0.1891785679,0.6431309528,1.7175281546,6,2.6121017476,0.4735121557,no,no,no,no,no,no
100128977,LOC100128977,-0.5933008655,-0.7948187724,-0.7948187724,0.2972487025,-0.4329462581,2.1808895613,0.0882177769,-0.7948187724,0.8443474001,4,1.1601663041,1.3314713716,no,no,no,no,no,no
100129027,LOC100129027,-0.8834944955,-0.906328354,-0.8017186988,-0.576168138,0.1560796421,-0.2736664186,0.2460418246,0.9517546771,2.0874999611,6,2.5968430589,0.9836877101,no,no,no,no,no,no
100129083,LOC100129083,0.6120035527,1.1451133934,0.8349798286,-0.5508850037,1.3715675313,-0.7666385747,-0.3497671322,-0.9413459435,-1.3550276518,2,2.3418374811,4.0495477692,no,no,no,no,no,no
100129196,LOC100129196,-1.3445324811,-1.0432624128,-1.2905493659,0.4197626438,1.1788554852,1.2324052724,0.3458076918,0.483408581,0.0181045856,4,2.0278726228,1.564031592,no,no,no,no,no,no
100129213,LOC100129213,-0.7385546177,-0.7211893628,-0.6514019668,-0.5374054064,-0.167805956,-0.5392698168,-0.0783569033,1.7224760381,1.7115079919,6,2.5055538719,0.907139101,no,no,no,no,no,no
100129250,LOC100129250,-1.7263223355,-1.04948912,-0.9893957134,0.2912703632,0.3479194789,0.4541271642,1.1649311755,0.8854542927,0.6215046944,4,2.6673565378,1.4499922838,no,no,no,no,no,no
100129354,NRADDP,2.1622632165,1.1275197584,-0.4950137075,-0.4623183623,-0.1653193787,-0.0378831527,-0.7387865474,-0.5320180154,-0.8584438109,1,2.5776626182,4.9126915493,no,no,no,no,no,no
100129387,LOC100129387,-1.5533398662,0.4950111693,-0.4372718558,0.1342107134,1.1186845745,-1.2354468056,0.0920988719,1.5255054541,-0.1394522555,3,1.6561015496,1.9471518441,no,no,no,no,no,no
100129464,CXorf28,-0.6694139577,-0.6694139577,-0.6694139577,-0.3647293996,-0.3651089763,-0.5276183433,-0.0070817458,1.0218391451,2.250941193,6,2.4413729586,0.8808590071,no,no,no,no,no,no
100129534,LOC100129534,2.6483424737,-0.4600822922,-0.4651470429,-0.3470239209,-0.4567756399,-0.2829267721,-0.2794784616,-0.1179251867,-0.2389831574,1,2.8103120571,5.4570870576,no,no,no,no,no,no
100129550,LOC100129550,-2.2519671822,-0.6948038282,-0.0541401325,0.7513799016,0.559623367,0.2597223798,-0.2605803071,0.8613190014,0.8294468001,4,2.6053385261,1.81300649,no,no,no,no,no,no
100129583,FAM47E,-1.3667246973,-0.7013646085,-0.9457944433,0.3121676668,0.0024894369,-0.2541913987,0.0634181059,1.89415716,0.9958427783,5,2.5591643459,1.2184386289,no,no,no,no,no,no
100129654,TCF24,-0.6614658366,-1.189064524,-1.2126280091,-0.241175977,0.3236298702,-0.1754887069,0.3365725088,1.8547889645,0.96483171,6,2.6479845991,0.910975984,no,no,no,no,no,no
100129662,LOC100129662,2.1950241833,-0.1781268087,-0.5982843933,-0.6232010585,-0.6410006208,-0.9529726937,-0.4928315138,0.5822676342,0.7091252714,1,2.6563167196,5.7567068787,no,no,no,no,no,no
100129716,LOC100129716,-1.5119465392,1.731122806,1.0121205701,-0.6034113143,0.1212356401,-0.9503636817,-0.2344954219,0.5790663841,-0.1433284431,3,1.7937358266,2.8789251825,no,no,no,no,no,no
100129722,LOC100129722,-1.2986041816,0.2223896766,-1.0279407652,0.4848216365,2.0618805359,-0.6465386434,0.5020237805,-0.0913411143,-0.2066909248,3,1.5097322499,2.2302642771,no,no,no,no,no,no
100129792,CCDC152,-1.176026881,-1.0880912663,-1.0387814249,0.4639041394,-0.0704526313,-0.2281763762,0.3178401065,1.3593844358,1.4603998981,6,2.7033502992,1.1127338927,no,no,no,no,no,no
100129794,LOC100129794,-1.9554143438,-0.1248026936,-1.184704203,0.6592961428,1.0899844982,-0.1709473621,0.417455697,0.8852419795,0.383890285,4,2.3838352719,1.7481063426,no,no,no,no,no,no
100129827,LOC100129827,-1.3056188086,-0.9742642097,-0.7651673264,0.082419969,0.6178272244,-0.1906793867,-0.3192536505,1.7094525971,1.1452835914,5,2.4893797516,1.2192079466,no,no,no,no,no,no
100129842,ZNF737,-1.6171092887,-0.2811763889,-0.4689081825,-0.5421067688,-0.5601890545,-0.1629306625,1.1737864065,1.0687404695,1.3898934699,5,2.5170849885,1.344692601,no,no,no,no,no,no
100129845,LOC100129845,-0.3930349559,0.6758230732,-1.5167454978,-0.0667448079,-0.2035808626,-0.0705212955,-0.3103666839,-0.3152169567,2.2003879871,6,1.3587978968,0.8581484036,no,no,no,no,no,no
100129858,LOC100129858,-1.5640767078,0.5305655208,0.3936466197,1.6414627571,1.0110989723,-0.2171621768,-0.2723099741,-0.517618495,-1.005606516,3,2.361091353,2.9475916572,no,no,no,no,no,no
100129924,LOC100129924,-1.9471454783,-0.5006500149,0.5354170867,0.7671447007,-0.3213801582,1.3605358204,0.8789360579,-0.2172171185,-0.555640896,4,2.198959541,2.329304416,no,no,no,no,no,no
100129961,LOC100129961,1.0659610492,1.5336582755,1.2589039773,-0.6856657301,-0.170395281,-0.8009007808,-0.5885758395,-1.0700104815,-0.5429751892,2,2.4641057891,4.317417683,no,no,no,no,no,no
10013,HDAC6,-2.0949811931,0.1978600213,0.1225476855,0.5872368296,0.5543332943,1.4846375108,0.2291225232,-0.7193917729,-0.3613648988,3,2.4533567211,2.5197491924,no,no,no,no,no,no
100130015,LOC100130015,1.7322092774,-0.2433724461,-1.623024584,1.276172909,-0.0716794119,-0.3536845747,-0.5462459216,0.2570590647,-0.4274343126,1,1.8356460978,5.6143995253,no,no,no,no,no,no
100130093,LOC100130093,-1.1212096681,-1.6103105127,-0.6836354773,0.0429862389,-0.3163129841,0.8468619344,0.6321240505,0.9978918015,1.2116046168,5,2.6745173988,1.1235702819,no,no,no,no,no,no
100130155,LOC100130155,-0.9424289524,1.6216103978,1.4146540394,0.0851012014,0.6608554641,-0.614672153,-0.6654153934,-0.7748298254,-0.7848747785,3,2.5926286912,3.4188431004,no,no,no,no,no,no
100130197,LOC100130197,-0.451817922,-1.2445683493,-1.0109351241,-0.8318141293,0.1567973238,0.1344680968,0.4821814325,1.8483132932,0.9173753785,6,2.631803488,0.8238075148,no,no,no,no,no,no
100130238,LOC100130238,2.468918187,0.5952888438,-0.2174664277,-0.5784325003,-0.5171866303,-0.7020694576,-0.3993795925,-0.4613529735,-0.1883194489,1,2.7326148629,5.1806933298,no,no,no,no,no,no
100130301,LOC100130301,-0.8441140311,-0.4805996825,-0.8441140311,0.4512601916,-0.8441140311,-0.4846599749,-0.1671582709,1.6356889414,1.5778108886,6,2.3355126092,0.9704133121,no,no,no,no,no,no
100130302,FAM48B1,1.1747002028,-0.756927283,-0.6474974535,0.6159240673,1.3651738286,-0.3948694181,0.6521352865,-0.3772998941,-1.6313393366,1,1.1171927101,4.8854483299,no,no,no,no,no,no
100130357,LOC100130357,2.5991406837,0.1159520548,-0.2435844926,-0.1978604429,-0.1840078631,-0.4682995574,-0.4978564877,-0.5760280426,-0.5474558521,1,2.8058258315,5.1515968239,no,no,no,no,no,no
100130480,LOC100130480,2.3905245903,0.7393364712,-0.5370092955,-0.5370092955,0.0921947114,-0.5370092955,-0.5370092955,-0.5370092955,-0.5370092955,1,2.6573494036,5.0808352506,no,no,no,no,no,no
100130519,TMEM221,-1.5242635792,-1.2535154872,-0.622090244,0.1903926063,0.981439906,1.1691020137,1.1461669082,0.0878121262,-0.17504425,4,2.063740814,1.7399079315,no,no,no,no,no,no
100130522,LOC100130522,-2.0186433798,-0.2085975552,-0.3984535457,0.3367997252,0.2163763694,-0.7557324218,0.6761319249,0.7455641825,1.4065547005,5,2.5152688835,1.6165929766,no,no,no,no,no,no
100130673,LOC100130673,-0.2121607967,2.5022532773,0.3502110842,-0.2186206556,-0.0165634457,-0.6302771237,-0.6678164749,-0.3704583495,-0.7365675154,2,2.0619172146,3.7532962709,no,no,no,no,no,no
100130705,LOC100130705,-1.4725563389,0.5453223671,-1.0117888266,0.310205746,-0.5990006896,-0.6536172667,0.2106348705,1.2424322918,1.4283678463,6,2.0993893604,1.3697830977,no,no,no,no,no,no
100130717,CECR5-AS1,-1.0140806107,-0.5647993551,-0.7234225901,0.4751762401,2.3755662736,0.1455413892,-0.011778559,-0.2855449905,-0.3966577974,4,1.2914476366,2.2679886169,no,no,no,no,no,no
100130733,LRRC70,-1.5238415632,0.4620483779,-1.6282338875,0.755454755,0.3451843843,-0.0785822782,-0.0033530881,1.4358954562,0.2354278436,4,1.960791847,1.5855441444,no,no,no,no,no,no
100130742,LRRC69,2.1382346322,0.3970709815,0.5598048267,-1.0239067461,0.1722021853,-0.9526949774,-0.6220546994,0.0903699704,-0.7590261732,1,2.4730005174,5.0128294272,no,no,no,no,no,no
100130776,LOC100130776,-0.7178340676,-0.4924257559,-0.8942838296,-0.2212789722,-0.9633678969,0.0876622398,0.3545746241,0.6236440116,2.2233096466,6,2.3979707389,0.9131468034,no,no,no,no,no,no
100130872,LOC100130872,-1.3740797481,-1.2474137985,-0.9846127042,0.4379653715,0.700502601,-0.2881340763,0.8680765368,1.3217421092,0.5659537086,5,2.5150641222,1.3025986296,no,no,no,no,no,no
100130880,LOC100130880,-0.7905878514,-0.7905878514,-0.7905878514,-0.3939949916,-0.088319172,-0.4342837652,-0.0861017427,1.4970168812,1.8774463445,6,2.5757739608,0.9292538995,no,no,no,no,no,no
100130890,LOC100130890,-1.5797813686,0.8402074379,-0.4619587079,-0.4667706046,0.6001615819,-0.8053187154,0.2184867527,1.812657908,-0.1576842839,4,1.6710531404,1.8678685875,no,no,no,no,no,no
100130899,LOC100130899,2.6618633299,-0.2134910082,-0.3008863309,-0.2817692751,-0.3475483933,-0.3674555152,-0.3923055844,-0.4081071,-0.3503001227,1,2.8157717932,5.3033407978,no,no,no,no,no,no
100130950,LOC100130950,-2.174571684,-0.0054990973,-0.5727676937,0.2289007031,0.3328850558,-0.3230508482,0.448851475,1.4458295867,0.6194225026,4,2.5897028112,1.7009888761,no,no,no,no,no,no
100130958,SYCE1L,-1.9374242796,-0.5279011392,-1.2191955644,0.3064454561,0.5350808924,0.5886189987,0.63046419,0.9507860726,0.6731253734,4,2.6698046933,1.556783833,no,no,no,no,no,no
100130967,C6orf99,2.5657435688,-0.2104224882,-0.4748302002,-0.0650693582,-0.6393756981,0.1926513623,-0.2745298784,-0.4396103049,-0.654557003,1,2.6882130077,5.2779591034,no,no,no,no,no,no
100130987,LOC100130987,-1.4690394481,-1.0746354792,-0.8264660577,0.1828895739,0.1002244329,0.0452629501,0.4810952642,1.7538997745,0.8067689893,5,2.6972643746,1.2599936989,no,no,no,no,no,no
100130992,LOC100130992,-2.177656717,0.7197334477,-0.5990236992,-0.193665529,0.862721073,-0.5134223854,0.3966447379,0.6003024576,0.9043666145,4,2.338488711,1.9286390643,no,no,no,no,no,no
100131060,LOC100131060,-0.8671859506,-0.8671859506,-0.8671859506,-0.6534707038,-0.3714693277,-0.0173522815,1.3746794896,0.5369484987,1.7322221763,6,2.517018334,1.0079710067,no,no,no,no,no,no
100131094,LOC100131094,2.3753109921,-0.4834099343,-0.5494353541,-0.6075901343,-0.6205461433,0.7932671741,-0.2120817204,-0.6234094771,-0.0721054026,1,2.4871299196,5.4653994475,no,no,no,no,no,no
100131117,ZBTB20-AS1,-0.5254272089,-1.1401181037,-0.4208436534,-0.3018425057,-0.7224700136,1.5991186574,0.2368608428,-0.4133849685,1.6881069536,5,1.7488205614,0.9827365333,no,no,no,no,no,no
100131176,LOC100131176,-0.7602486377,-0.8494809604,-0.9159866837,2.3490374976,-0.1438066693,0.256194402,-0.134349692,0.4304551591,-0.2318144156,4,1.1034955732,1.6292925567,no,no,no,no,no,no
100131193,LOC100131193,-0.888241938,-0.3277633693,-0.3563007759,-0.0367326957,2.3828218503,-0.6112989805,-0.3489507989,-0.5331131592,0.7195798671,3,1.050579133,2.1064119874,no,no,no,no,no,no
100131208,LOC100131208,-1.2284337206,-1.5577765006,0.6575633098,-0.1979041092,-0.3307650575,-0.2910199441,0.6460558438,0.7443267833,1.557953395,6,2.2263295689,1.2498988979,no,no,no,no,no,no
100131211,TMEM194B,1.8062683163,0.3879221187,0.4873705382,-0.4200483905,0.029960162,-1.4055824891,-1.232902953,0.7285388544,-0.381526157,2,2.0997546276,5.1279590026,no,no,no,no,no,no
100131213,ZNF503-AS2,-1.8733343549,0.6033100139,-0.245363684,1.5187121617,0.6731083221,0.2825215679,0.4282314461,-0.491691442,-0.8954940308,3,2.3611136671,2.6864603121,no,no,no,no,no,no
100131257,LOC100131257,-0.6826016253,-1.0462680283,-0.8412131297,-0.0791635555,-0.6767872429,-0.111628487,0.213119619,1.53908322,1.6854592296,6,2.7008391959,0.8799984658,no,no,no,no,no,no
100131320,LOC100131320,-0.5462774761,-0.8287135043,-1.0943638506,-0.5306998111,-0.2331504169,-0.5482051367,0.9774874441,1.7854840149,1.0184387367,6,2.5789912835,0.8497494296,no,no,no,no,no,no
100131347,LOC100131347,-1.1965785894,-0.6646957771,-0.8583167876,-0.4110393148,-0.1640635729,0.1637883021,0.2149718183,0.7986390777,2.1172948435,6,2.6043972815,1.1171207137,no,no,no,no,no,no
100131378,C11orf91,-1.4600299145,-0.4647779567,-1.1126885855,0.7304147895,0.5992011308,1.5183125,0.8774818009,-0.020065991,-0.6678477736,4,1.7954790003,1.9942412823,no,no,no,no,no,no
100131434,LOC100131434,-1.4246940999,-0.8587518941,-0.6099136445,0.3306090338,1.511086419,0.6704240712,1.0404484264,-0.9291179552,0.2699096433,4,1.7791142328,1.9906828522,no,no,no,no,no,no
100131454,DBIL5P,-1.3394992983,0.7338190546,-1.8655381386,0.1745272838,0.7952105557,-0.2167908398,0.3568262185,0.2207718283,1.1406733358,4,1.7907037487,1.5406521017,no,no,no,no,no,no
100131496,LOC100131496,2.5989104401,-0.433255389,-0.1066620317,-0.4964208502,-0.422170404,-0.5512441277,-0.5512441277,0.0630709808,-0.1009844907,1,2.7948392761,5.438566436,no,no,no,no,no,no
100131655,LOC100131655,-1.1871183535,-0.7469580508,0.087459778,-0.7963205978,-0.7081853483,0.3261170928,0.0503278765,1.9093949682,1.065282635,6,2.2879333324,1.1618994637,no,no,no,no,no,no
100131691,LOC100131691,-1.8910354291,-1.107181109,-0.7393370555,0.1994707359,0.7645485605,0.4653482399,0.7645243348,0.6401106259,0.9035510966,4,2.6970129838,1.5359432277,no,no,no,no,no,no
100131733,LOC100131733,-1.1474048003,-1.0400254642,-1.1915965299,1.3959681778,0.3480570274,0.7375061242,0.9282327294,-0.6095203163,0.5787830519,4,1.7407466345,1.5789767801,no,no,no,no,no,no
100131801,C19orf79,-1.7978147625,0.5826780244,1.3716677967,0.1898828739,-0.0334394422,0.8427745449,0.2401722474,-1.3174170149,-0.0785042677,3,2.444156539,2.8779875609,no,no,no,no,no,no
100131814,LINC00271,-1.256950527,-1.0224397866,-0.937004269,-0.2321517727,0.0403808876,0.1356571531,0.5014956145,1.7929580571,0.978054643,5,2.7337848309,1.1456044493,no,no,no,no,no,no
100131825,LOC100131825,-1.3547116172,-0.5355896166,-0.7300913484,-0.4293239252,-0.7049636567,0.2668376745,1.6243049332,0.6019058845,1.2616316719,5,2.4248789612,1.2662828971,no,no,no,no,no,no
100131827,ZNF717,0.6454451254,1.8141709485,0.5064687375,0.4423439286,0.2218399189,-0.3436618432,-0.8883099476,-1.2611190623,-1.1371778059,2,2.6620039687,4.0595213923,no,no,no,no,no,no
